sample	interval	gene_exon	log2ratio
SAMPLE_5	1:10356907-10357183	.	0.333796532
SAMPLE_5	1:10357184-10357363	.	0.285927925
SAMPLE_5	1:10363209-10364720	.	0.07376667
SAMPLE_5	1:10380079-10380264	.	-0.066985065
SAMPLE_5	1:10381697-10381984	.	0.070703791
SAMPLE_5	1:10383875-10384186	.	0.051379387
SAMPLE_5	1:10384753-10385016	.	-0.103844572
SAMPLE_5	1:10386149-10386436	.	0.057151738
SAMPLE_5	1:10394517-10394756	.	0.055785426
SAMPLE_5	1:10396650-10396865	.	0.038915473
SAMPLE_5	1:10397065-10397331	.	0.002889603
SAMPLE_5	1:10397359-10397653	.	0.062540043
SAMPLE_5	1:10399764-10399979	.	0.06753574
SAMPLE_5	1:10402047-10402286	.	0.154352494
SAMPLE_5	1:10403222-10403413	.	0.098868282
SAMPLE_5	1:10405837-10406076	.	0.120629252
SAMPLE_5	1:10407756-10407947	.	0.134428179
SAMPLE_5	1:10408641-10408856	.	0.152522199
SAMPLE_5	1:10412622-10412861	.	0.042933229
SAMPLE_5	1:10420924-10421163	.	0.149334293
SAMPLE_5	1:10421685-10421948	.	0.011057572
SAMPLE_5	1:10423276-10423467	.	0.130295844
SAMPLE_5	1:10425099-10425373	.	0.104096959
SAMPLE_5	1:10425397-10425718	.	0.09882929
SAMPLE_5	1:10428465-10428656	.	-0.024764404
SAMPLE_5	1:10431140-10431379	.	0.099054552
SAMPLE_5	1:10434305-10434592	.	0.038202009
SAMPLE_5	1:10434852-10435174	.	0.230272049
SAMPLE_5	1:10435175-10435242	.	0.025105103
SAMPLE_5	1:10435243-10435460	.	-0.014247991
SAMPLE_5	1:10436540-10436707	.	0.0078549
SAMPLE_5	1:10438333-10438524	.	-0.001384531
SAMPLE_5	1:11167478-11167621	.	0.159280962
SAMPLE_5	1:11168171-11168410	.	0.096057875
SAMPLE_5	1:11169279-11169494	.	0.024855904
SAMPLE_5	1:11169638-11169853	.	0.063497967
SAMPLE_5	1:11172846-11173037	.	0.220939871
SAMPLE_5	1:11174332-11174580	.	0.058610041
SAMPLE_5	1:11174811-11175002	.	0.020776221
SAMPLE_5	1:11175393-11175584	.	0.134727769
SAMPLE_5	1:11176994-11177209	.	0.146836925
SAMPLE_5	1:11181244-11181483	.	0.165273419
SAMPLE_5	1:11181978-11182241	.	0.182403322
SAMPLE_5	1:11184491-11184754	.	0.167261677
SAMPLE_5	1:11186610-11186923	.	0.044148991
SAMPLE_5	1:11186924-11186996	.	-0.180350222
SAMPLE_5	1:11186997-11187265	.	0.089729
SAMPLE_5	1:11187616-11187933	.	0.318537329
SAMPLE_5	1:11187934-11187990	.	0.075576251
SAMPLE_5	1:11187991-11188241	.	0.137685541
SAMPLE_5	1:11188452-11188667	.	0.229094914
SAMPLE_5	1:11188852-11189067	.	0.029614089
SAMPLE_5	1:11189725-11189949	.	0.146672172
SAMPLE_5	1:11190516-11190904	.	0.128426238
SAMPLE_5	1:11193076-11193315	.	0.073985936
SAMPLE_5	1:11194346-11194585	.	-0.039883551
SAMPLE_5	1:11199295-11199541	.	0.121749476
SAMPLE_5	1:11199542-11199784	.	0.092206737
SAMPLE_5	1:11204639-11204882	.	0.02473386
SAMPLE_5	1:11204883-11204954	.	0.027049845
SAMPLE_5	1:11204955-11205171	.	0.122618874
SAMPLE_5	1:11206671-11206910	.	0.009878676
SAMPLE_5	1:11210113-11210352	.	0.023300677
SAMPLE_5	1:11217147-11217410	.	0.318778184
SAMPLE_5	1:11227441-11227632	.	0.176347697
SAMPLE_5	1:11259256-11259529	.	-0.019751025
SAMPLE_5	1:11259530-11259822	.	0.006987898
SAMPLE_5	1:11264557-11264820	.	0.1006518
SAMPLE_5	1:11269310-11269573	.	-0.060317332
SAMPLE_5	1:11270809-11271024	.	0.100989091
SAMPLE_5	1:11272306-11272593	.	-0.017003299
SAMPLE_5	1:11272789-11273028	.	0.136533279
SAMPLE_5	1:11273396-11273683	.	0.063571874
SAMPLE_5	1:11276140-11276355	.	-0.026402515
SAMPLE_5	1:11288706-11288993	.	-0.02342561
SAMPLE_5	1:11290915-11291178	.	-0.034071206
SAMPLE_5	1:11291292-11291555	.	0.199957294
SAMPLE_5	1:11292431-11292646	.	0.208894467
SAMPLE_5	1:11293392-11293607	.	0.078426974
SAMPLE_5	1:11294141-11294380	.	0.064845423
SAMPLE_5	1:11297883-11298122	.	0.017659676
SAMPLE_5	1:11298447-11298686	.	-0.01419626
SAMPLE_5	1:11300338-11300625	.	0.06948147
SAMPLE_5	1:11301542-11301805	.	0.191835285
SAMPLE_5	1:11303108-11303419	.	0.079258825
SAMPLE_5	1:11307616-11307833	.	0.077526868
SAMPLE_5	1:11307834-11308169	.	0.121288079
SAMPLE_5	1:11313831-11314094	.	0.115952126
SAMPLE_5	1:11316029-11316268	.	0.156012318
SAMPLE_5	1:11316974-11317237	.	0.144387139
SAMPLE_5	1:11318476-11318715	.	0.125097661
SAMPLE_5	1:11319242-11319529	.	-0.096155752
SAMPLE_5	1:115251096-115251335	.	-0.048111046
SAMPLE_5	1:115252126-115252413	.	0.049435107
SAMPLE_5	1:115256354-115256665	.	-0.12824037
SAMPLE_5	1:115258606-115258845	.	-0.206794822
SAMPLE_5	1:118165479-118165718	.	-0.078618753
SAMPLE_5	1:118165719-118165958	.	-0.047114676
SAMPLE_5	1:118165959-118166198	.	-0.134638968
SAMPLE_5	1:118166199-118166438	.	-0.060612641
SAMPLE_5	1:118166439-118166678	.	0.072075493
SAMPLE_5	1:120457915-120459330	.	0.084196549
SAMPLE_5	1:120460229-120460444	.	0.071943853
SAMPLE_5	1:120460971-120461234	.	0.011965197
SAMPLE_5	1:120461918-120462253	.	0.013588515
SAMPLE_5	1:120462792-120463079	.	0.039488131
SAMPLE_5	1:120464276-120464491	.	0.024159069
SAMPLE_5	1:120464844-120465083	.	0.032371909
SAMPLE_5	1:120465198-120465461	.	0.021793576
SAMPLE_5	1:120466242-120466625	.	0.147107632
SAMPLE_5	1:120467917-120468444	.	0.089184311
SAMPLE_5	1:120469058-120469297	.	-0.088340284
SAMPLE_5	1:120471585-120471848	.	0.088293008
SAMPLE_5	1:120478025-120478290	.	0.049355334
SAMPLE_5	1:120479841-120480152	.	-0.032015756
SAMPLE_5	1:120480413-120480700	.	0.006484488
SAMPLE_5	1:120483159-120483398	.	-0.044079739
SAMPLE_5	1:120484131-120484394	.	0.028962821
SAMPLE_5	1:120490969-120491256	.	0.125327653
SAMPLE_5	1:120491570-120491809	.	-0.115981104
SAMPLE_5	1:120493284-120493523	.	-0.073170115
SAMPLE_5	1:120496107-120496370	.	0.038790349
SAMPLE_5	1:120497603-120497914	.	0.053829343
SAMPLE_5	1:120501950-120502189	.	-0.020454419
SAMPLE_5	1:120506182-120506445	.	0.081726992
SAMPLE_5	1:120508013-120508252	.	-0.031768715
SAMPLE_5	1:120508936-120509175	.	-0.040872436
SAMPLE_5	1:120509994-120510305	.	0.150399689
SAMPLE_5	1:120510634-120510921	.	0.165222826
SAMPLE_5	1:120512119-120512382	.	0.07596709
SAMPLE_5	1:120529524-120529763	.	0.090553502
SAMPLE_5	1:120539237-120539428	.	-0.050182166
SAMPLE_5	1:120539608-120539967	.	0.018841551
SAMPLE_5	1:120547938-120548225	.	0.082559182
SAMPLE_5	1:120572462-120572677	.	0.018476697
SAMPLE_5	1:120611878-120612059	.	0.656698388
SAMPLE_5	1:150549772-150549903	.	0.019323421
SAMPLE_5	1:150549904-150550035	.	-0.003241982
SAMPLE_5	1:150550700-150550843	.	0.299066484
SAMPLE_5	1:150550844-150550987	.	0.227178455
SAMPLE_5	1:150551303-150551662	.	0.197997221
SAMPLE_5	1:150551663-150552022	.	0.092279391
SAMPLE_5	1:155204719-155204938	.	0.137253195
SAMPLE_5	1:155204939-155205163	.	0.084855479
SAMPLE_5	1:155205410-155205697	.	0.110239571
SAMPLE_5	1:155206016-155206279	.	0.111494687
SAMPLE_5	1:155207119-155207382	.	0.062131292
SAMPLE_5	1:155207855-155208167	.	0.090372388
SAMPLE_5	1:155208168-155208237	.	0.662777312
SAMPLE_5	1:155208238-155208506	.	0.109066566
SAMPLE_5	1:155209348-155209615	.	0.001380683
SAMPLE_5	1:155209616-155209928	.	0.038730846
SAMPLE_5	1:155210357-155210572	.	0.006573244
SAMPLE_5	1:155210818-155210961	.	0.116573159
SAMPLE_5	1:155870162-155870425	.	0.113887511
SAMPLE_5	1:155874042-155874363	.	0.230175573
SAMPLE_5	1:155874364-155874451	.	0.036208973
SAMPLE_5	1:155874452-155874654	.	0.249631082
SAMPLE_5	1:155880173-155880367	.	0.000809205
SAMPLE_5	1:155880377-155880665	.	0.019243119
SAMPLE_5	1:155880666-155880744	.	0.081514324
SAMPLE_5	1:156785554-156785697	.	-0.01234817
SAMPLE_5	1:156811809-156812048	.	0.030749217
SAMPLE_5	1:156830713-156830952	.	0.033993243
SAMPLE_5	1:156834087-156834278	.	0.099901235
SAMPLE_5	1:156834460-156834651	.	0.088649128
SAMPLE_5	1:156836640-156836831	.	0.139533061
SAMPLE_5	1:156837837-156838100	.	-0.027711873
SAMPLE_5	1:156838236-156838499	.	0.16494438
SAMPLE_5	1:156841349-156841617	.	0.083389649
SAMPLE_5	1:156841618-156842161	.	0.102065827
SAMPLE_5	1:156842984-156843354	.	0.12438199
SAMPLE_5	1:156843355-156843821	.	0.101137159
SAMPLE_5	1:156843822-156844104	.	0.088019986
SAMPLE_5	1:156844105-156844262	.	-0.118127867
SAMPLE_5	1:156844293-156844486	.	0.10226163
SAMPLE_5	1:156844629-156844870	.	0.036599084
SAMPLE_5	1:156844871-156845241	.	-0.042699865
SAMPLE_5	1:156845242-156845511	.	0.049083492
SAMPLE_5	1:156845802-156846072	.	0.170095458
SAMPLE_5	1:156846122-156846433	.	0.158254837
SAMPLE_5	1:156848902-156849165	.	0.024742446
SAMPLE_5	1:156849726-156850013	.	0.064553615
SAMPLE_5	1:156851220-156851504	.	0.093950659
SAMPLE_5	1:161042431-161042694	.	0.035291954
SAMPLE_5	1:161042956-161043147	.	-0.015961891
SAMPLE_5	1:161043452-161043643	.	0.105546643
SAMPLE_5	1:161043941-161044228	.	0.028447669
SAMPLE_5	1:161044331-161044618	.	0.041711056
SAMPLE_5	1:161046085-161046324	.	-0.087388479
SAMPLE_5	1:161047232-161047543	.	0.010180006
SAMPLE_5	1:161049368-161049751	.	0.00317436
SAMPLE_5	1:161058939-161059154	.	0.047806009
SAMPLE_5	1:161284134-161284277	.	-0.197226036
SAMPLE_5	1:161293334-161293503	.	0.056634001
SAMPLE_5	1:161298117-161298356	.	-0.139975847
SAMPLE_5	1:161309292-161309435	.	-0.237265729
SAMPLE_5	1:161310319-161310510	.	0.174805282
SAMPLE_5	1:161326405-161326692	.	0.172424733
SAMPLE_5	1:161332105-161332344	.	-0.0880673
SAMPLE_5	1:162688787-162689002	.	-0.147490234
SAMPLE_5	1:162722816-162723055	.	-0.000633853
SAMPLE_5	1:162724398-162724661	.	0.232818518
SAMPLE_5	1:162724888-162725151	.	0.107748157
SAMPLE_5	1:162725387-162725626	.	-0.162498139
SAMPLE_5	1:162729522-162729833	.	-0.034419393
SAMPLE_5	1:162730991-162731254	.	0.006011369
SAMPLE_5	1:162735726-162735917	.	-0.045212176
SAMPLE_5	1:162736952-162737215	.	-0.101370922
SAMPLE_5	1:162740077-162740372	.	-0.069155348
SAMPLE_5	1:162740373-162740484	.	0.029917651
SAMPLE_5	1:162741798-162742061	.	-0.063764559
SAMPLE_5	1:162743191-162743454	.	-0.035720957
SAMPLE_5	1:162745382-162745693	.	-0.16352009
SAMPLE_5	1:162745911-162746174	.	0.021855592
SAMPLE_5	1:162748301-162748588	.	0.001408604
SAMPLE_5	1:162749837-162750100	.	0.185235146
SAMPLE_5	1:17345307-17345522	.	0.064105568
SAMPLE_5	1:17349044-17349283	.	-0.021127486
SAMPLE_5	1:17350399-17350638	.	0.168230115
SAMPLE_5	1:17354174-17354387	.	0.096887244
SAMPLE_5	1:17355031-17355294	.	0.034057032
SAMPLE_5	1:17359490-17359705	.	-0.035286737
SAMPLE_5	1:17371188-17371451	.	-0.089546942
SAMPLE_5	1:17380383-17380574	.	-0.209535664
SAMPLE_5	1:193091283-193091531	.	-0.028188032
SAMPLE_5	1:193094172-193094405	.	-0.154822129
SAMPLE_5	1:193099236-193099427	.	0.112228531
SAMPLE_5	1:193104456-193104624	.	0.063118663
SAMPLE_5	1:193104625-193104788	.	0.066561102
SAMPLE_5	1:193107151-193107366	.	-0.116216641
SAMPLE_5	1:193110968-193111207	.	-0.200089366
SAMPLE_5	1:193116938-193117153	.	0.030721822
SAMPLE_5	1:193119365-193119580	.	-0.030757348
SAMPLE_5	1:193121446-193121637	.	-0.002523647
SAMPLE_5	1:193172858-193173049	.	-0.065008966
SAMPLE_5	1:193181129-193181296	.	0.017073479
SAMPLE_5	1:193181456-193181671	.	-0.023626487
SAMPLE_5	1:193202060-193202347	.	0.052845719
SAMPLE_5	1:193205316-193205555	.	-0.069743587
SAMPLE_5	1:193218799-193219062	.	-0.0183501
SAMPLE_5	1:193219740-193219907	.	0.144879267
SAMPLE_5	1:202300894-202301157	.	0.060201114
SAMPLE_5	1:202302072-202302291	.	-0.144663519
SAMPLE_5	1:202302295-202302520	.	-0.169412273
SAMPLE_5	1:202302521-202302750	.	-0.173146992
SAMPLE_5	1:202304056-202304247	.	-0.021781514
SAMPLE_5	1:202304708-202304947	.	0.072187391
SAMPLE_5	1:204393918-204394229	.	0.033890159
SAMPLE_5	1:204394673-204394936	.	-0.02529304
SAMPLE_5	1:204396709-204396948	.	0.091347463
SAMPLE_5	1:204397200-204397415	.	-0.087349567
SAMPLE_5	1:204398988-204399227	.	0.036018073
SAMPLE_5	1:204400727-204400990	.	0.086139728
SAMPLE_5	1:204401309-204401548	.	0.149158549
SAMPLE_5	1:204402379-204402618	.	0.112986863
SAMPLE_5	1:204402855-204403142	.	-0.04354591
SAMPLE_5	1:204403508-204403795	.	0.061526737
SAMPLE_5	1:204407999-204408262	.	0.103244653
SAMPLE_5	1:204409253-204409516	.	0.068062451
SAMPLE_5	1:204410537-204410752	.	0.09150657
SAMPLE_5	1:204411588-204411827	.	0.212563846
SAMPLE_5	1:204412479-204412790	.	0.017780231
SAMPLE_5	1:204413135-204413360	.	0.037980788
SAMPLE_5	1:204413389-204413613	.	0.022022192
SAMPLE_5	1:204415022-204415333	.	-0.01217864
SAMPLE_5	1:204416503-204416766	.	-0.062143099
SAMPLE_5	1:204418249-204418488	.	-0.000825788
SAMPLE_5	1:204418918-204419205	.	0.233269659
SAMPLE_5	1:204423738-204423977	.	0.088192968
SAMPLE_5	1:204424926-204425237	.	0.234625532
SAMPLE_5	1:204426098-204426265	.	-0.13969318
SAMPLE_5	1:204426797-204427060	.	0.090314174
SAMPLE_5	1:204428942-204429133	.	-0.148536115
SAMPLE_5	1:204429384-204429601	.	0.067527205
SAMPLE_5	1:204429608-204429853	.	0.229362057
SAMPLE_5	1:204433080-204433319	.	0.237044009
SAMPLE_5	1:204433511-204433798	.	0.020155487
SAMPLE_5	1:204434277-204434516	.	0.186051735
SAMPLE_5	1:204435888-204436175	.	0.135856727
SAMPLE_5	1:204437984-204438943	.	0.032406543
SAMPLE_5	1:204494560-204494775	.	0.082941886
SAMPLE_5	1:204495418-204495605	.	0.116915352
SAMPLE_5	1:204499747-204500010	.	0.054826409
SAMPLE_5	1:204501251-204501442	.	0.086434461
SAMPLE_5	1:204501862-204502029	.	0.145475954
SAMPLE_5	1:204505939-204506154	.	0.174383538
SAMPLE_5	1:204506496-204506687	.	0.069316742
SAMPLE_5	1:204506973-204507266	.	0.083523362
SAMPLE_5	1:204507267-204507494	.	0.211822217
SAMPLE_5	1:204511848-204512135	.	0.217805334
SAMPLE_5	1:204513594-204513881	.	0.264745267
SAMPLE_5	1:204515857-204516072	.	0.012218273
SAMPLE_5	1:204518226-204518825	.	0.068086191
SAMPLE_5	1:204527705-204527872	.	0.336098753
SAMPLE_5	1:2116703-2116966	.	0.09014946
SAMPLE_5	1:2117427-2117666	.	0.0494393
SAMPLE_5	1:2118537-2118704	.	0.157042792
SAMPLE_5	1:2121088-2121279	.	0.01654088
SAMPLE_5	1:2124320-2124511	.	0.101269442
SAMPLE_5	1:2125058-2125393	.	0.131248567
SAMPLE_5	1:2125394-2125636	.	0.148436758
SAMPLE_5	1:2129382-2129645	.	0.19892165
SAMPLE_5	1:2130178-2130441	.	0.09697802
SAMPLE_5	1:2132429-2132596	.	-0.050844172
SAMPLE_5	1:214531197-214531460	.	-0.033580331
SAMPLE_5	1:214537793-214538080	.	0.030599389
SAMPLE_5	1:214542785-214543048	.	0.018108403
SAMPLE_5	1:214545986-214546249	.	-0.204392682
SAMPLE_5	1:214549551-214549790	.	-0.023234839
SAMPLE_5	1:214551242-214551505	.	-0.177152127
SAMPLE_5	1:214556637-214558148	.	0.048266208
SAMPLE_5	1:214560118-214560333	.	0.044568757
SAMPLE_5	1:214564264-214564455	.	-0.08097665
SAMPLE_5	1:214566971-214567186	.	-0.071918736
SAMPLE_5	1:214568178-214568393	.	0.1741234
SAMPLE_5	1:214571186-214571395	.	-0.08457945
SAMPLE_5	1:214574964-214575179	.	0.044405466
SAMPLE_5	1:214576165-214576356	.	0.039235854
SAMPLE_5	1:214584965-214585156	.	-0.274077935
SAMPLE_5	1:214587913-214588128	.	-0.032048416
SAMPLE_5	1:214625089-214625376	.	0.073312036
SAMPLE_5	1:214637904-214638215	.	-0.042987577
SAMPLE_5	1:226251985-226252116	.	0.149529038
SAMPLE_5	1:226252117-226252248	.	-0.116495169
SAMPLE_5	1:226253347-226253463	.	-0.235058136
SAMPLE_5	1:226253464-226253580	.	-0.032450745
SAMPLE_5	1:226253581-226253595	.	-0.188687879
SAMPLE_5	1:226253596-226253610	.	-0.297566147
SAMPLE_5	1:226258984-226259115	.	0.000832402
SAMPLE_5	1:226259116-226259247	.	-0.118098415
SAMPLE_5	1:231502093-231502284	.	0.261874049
SAMPLE_5	1:231503253-231503444	.	-0.091622171
SAMPLE_5	1:231506244-231506507	.	0.014553737
SAMPLE_5	1:231509666-231509905	.	-0.107207365
SAMPLE_5	1:231556728-231557639	.	0.109947614
SAMPLE_5	1:23885385-23885444	.	0.162203173
SAMPLE_5	1:23885445-23885504	.	0.123765321
SAMPLE_5	1:23885505-23885564	.	0.283909132
SAMPLE_5	1:23885565-23885687	.	0.305934708
SAMPLE_5	1:23885688-23885810	.	0.179628936
SAMPLE_5	1:23885811-23885935	.	0.092360883
SAMPLE_5	1:241661104-241661340	.	0.065617287
SAMPLE_5	1:241663667-241663913	.	-0.038700509
SAMPLE_5	1:241665675-241665938	.	-0.01227176
SAMPLE_5	1:241667322-241667615	.	0.076203794
SAMPLE_5	1:241669242-241669529	.	-0.03697741
SAMPLE_5	1:241671838-241672149	.	0.151290543
SAMPLE_5	1:241675199-241675510	.	0.000868612
SAMPLE_5	1:241676838-241677077	.	-0.125334152
SAMPLE_5	1:241680417-241680680	.	-0.0130841
SAMPLE_5	1:241682825-241683088	.	0.000422158
SAMPLE_5	1:242013664-242013951	.	-0.07593306
SAMPLE_5	1:242015534-242015773	.	0.268937409
SAMPLE_5	1:242016602-242016841	.	0.105849536
SAMPLE_5	1:242020584-242020847	.	0.040972564
SAMPLE_5	1:242021794-242022033	.	-0.04388598
SAMPLE_5	1:242023757-242024068	.	0.131143129
SAMPLE_5	1:242024648-242024863	.	0.218144489
SAMPLE_5	1:242030113-242030376	.	0.022297088
SAMPLE_5	1:242035313-242035600	.	0.111119763
SAMPLE_5	1:242042036-242042659	.	0.097014233
SAMPLE_5	1:242045148-242045345	.	0.099231506
SAMPLE_5	1:242048557-242048868	.	0.23339486
SAMPLE_5	1:242052703-242052966	.	0.028697499
SAMPLE_5	1:243662983-243663150	.	0.368693412
SAMPLE_5	1:243668486-243668701	.	0.255483813
SAMPLE_5	1:243675557-243675796	.	0.22700441
SAMPLE_5	1:243708748-243708963	.	0.367778156
SAMPLE_5	1:243716018-243716257	.	0.042240299
SAMPLE_5	1:243726954-243727217	.	0.002701558
SAMPLE_5	1:243736169-243736408	.	0.35099434
SAMPLE_5	1:243776911-243777102	.	0.198840535
SAMPLE_5	1:243778335-243778526	.	0.119085865
SAMPLE_5	1:243800847-243801110	.	0.230812317
SAMPLE_5	1:243809135-243809398	.	0.02992344
SAMPLE_5	1:243828010-243828249	.	-0.003169203
SAMPLE_5	1:243858824-243859087	.	0.219229461
SAMPLE_5	1:244006366-244006533	.	-0.000248232
SAMPLE_5	1:27022846-27023142	.	-0.683705118
SAMPLE_5	1:27023276-27024043	.	0.081347362
SAMPLE_5	1:27056128-27056367	.	0.026568944
SAMPLE_5	1:27057629-27058108	.	0.01234467
SAMPLE_5	1:27059105-27059344	.	0.148843889
SAMPLE_5	1:27087335-27087598	.	-0.147947193
SAMPLE_5	1:27087812-27088027	.	0.178650404
SAMPLE_5	1:27088583-27088870	.	-0.114891058
SAMPLE_5	1:27089452-27089787	.	0.079182806
SAMPLE_5	1:27092653-27092902	.	0.092738702
SAMPLE_5	1:27092903-27093122	.	-0.044473807
SAMPLE_5	1:27094267-27094506	.	-0.028431867
SAMPLE_5	1:27097594-27097833	.	0.073827547
SAMPLE_5	1:27098925-27099193	.	0.142131152
SAMPLE_5	1:27099233-27099546	.	0.053391618
SAMPLE_5	1:27099768-27100028	.	-0.027505227
SAMPLE_5	1:27100029-27100250	.	0.054402542
SAMPLE_5	1:27100251-27100448	.	0.16143198
SAMPLE_5	1:27100810-27101721	.	0.119464193
SAMPLE_5	1:27102001-27102268	.	-0.015853528
SAMPLE_5	1:27102269-27102457	.	-0.072552694
SAMPLE_5	1:27105493-27107268	.	0.084699879
SAMPLE_5	1:36931629-36932498	.	-0.089502236
SAMPLE_5	1:36932764-36932979	.	0.066553753
SAMPLE_5	1:36933098-36933322	.	0.029614879
SAMPLE_5	1:36933353-36933619	.	0.028043558
SAMPLE_5	1:36933620-36933880	.	0.153145332
SAMPLE_5	1:36934688-36934927	.	-0.091546216
SAMPLE_5	1:36935191-36935502	.	0.075249533
SAMPLE_5	1:36937021-36937260	.	0.220622569
SAMPLE_5	1:36937608-36937789	.	0.008480846
SAMPLE_5	1:36937790-36938055	.	0.199650711
SAMPLE_5	1:36938056-36938346	.	0.204300209
SAMPLE_5	1:36938974-36939293	.	0.109024475
SAMPLE_5	1:36939295-36939546	.	0.092940565
SAMPLE_5	1:36940958-36941293	.	0.132886252
SAMPLE_5	1:36944969-36945160	.	0.207974546
SAMPLE_5	1:40363031-40363654	.	0.033448239
SAMPLE_5	1:40366465-40366540	.	-0.031167853
SAMPLE_5	1:40366541-40367136	.	-0.113537055
SAMPLE_5	1:40367402-40367617	.	-0.257701908
SAMPLE_5	1:43803451-43803668	.	-0.005349722
SAMPLE_5	1:43803700-43803967	.	0.245747012
SAMPLE_5	1:43804146-43804457	.	0.092456597
SAMPLE_5	1:43804923-43805258	.	-0.06403723
SAMPLE_5	1:43805572-43805859	.	0.063410129
SAMPLE_5	1:43805989-43806252	.	-0.000274313
SAMPLE_5	1:43812052-43812370	.	0.066977327
SAMPLE_5	1:43812393-43812665	.	0.047047517
SAMPLE_5	1:43814450-43814737	.	0.244534901
SAMPLE_5	1:43814869-43815100	.	-0.073893968
SAMPLE_5	1:43815101-43815180	.	0.035506723
SAMPLE_5	1:43817823-43818038	.	-0.289423471
SAMPLE_5	1:43818172-43818459	.	0.071348063
SAMPLE_5	1:45477876-45478019	.	-0.110717206
SAMPLE_5	1:45478515-45478749	.	0.011677883
SAMPLE_5	1:45478750-45478925	.	0.087462861
SAMPLE_5	1:45478926-45479090	.	0.01022593
SAMPLE_5	1:45479245-45479521	.	0.074704916
SAMPLE_5	1:45479522-45479805	.	-0.183958652
SAMPLE_5	1:45480048-45480318	.	0.00574652
SAMPLE_5	1:45480338-45480559	.	-0.140687349
SAMPLE_5	1:45480560-45480740	.	0.017188147
SAMPLE_5	1:45480946-45481233	.	-0.049517263
SAMPLE_5	1:45794912-45795175	.	-0.008362697
SAMPLE_5	1:45796125-45796292	.	-0.301008806
SAMPLE_5	1:45796786-45797049	.	-0.070094342
SAMPLE_5	1:45797050-45797280	.	0.027526634
SAMPLE_5	1:45797281-45797591	.	-0.154630246
SAMPLE_5	1:45797625-45797798	.	0.034866139
SAMPLE_5	1:45797799-45798022	.	-0.080237474
SAMPLE_5	1:45798023-45798203	.	0.059587337
SAMPLE_5	1:45798204-45798397	.	0.072943573
SAMPLE_5	1:45798398-45798548	.	-0.139770746
SAMPLE_5	1:45798549-45798700	.	-0.019548547
SAMPLE_5	1:45798701-45798899	.	-0.047364132
SAMPLE_5	1:45798900-45799040	.	0.016162392
SAMPLE_5	1:45799041-45799335	.	0.103563073
SAMPLE_5	1:45800003-45800242	.	0.03074339
SAMPLE_5	1:45803830-45803973	.	0.045213013
SAMPLE_5	1:45805503-45805694	.	0.166785925
SAMPLE_5	1:45805821-45805984	.	-0.180894533
SAMPLE_5	1:47685298-47685857	.	0.166689421
SAMPLE_5	1:47689606-47689840	.	-0.104638541
SAMPLE_5	1:47691094-47691261	.	0.034183766
SAMPLE_5	1:47691381-47691631	.	-0.174717136
SAMPLE_5	1:51435973-51436060	.	-0.269856523
SAMPLE_5	1:51436061-51436148	.	-0.316489491
SAMPLE_5	1:51436149-51436236	.	-0.131981627
SAMPLE_5	1:51439550-51439685	.	0.135983122
SAMPLE_5	1:51439686-51439821	.	0.091967301
SAMPLE_5	1:51439822-51439957	.	0.120768519
SAMPLE_5	1:65300185-65300400	.	-0.084689078
SAMPLE_5	1:65301014-65301253	.	0.050412657
SAMPLE_5	1:65301720-65301959	.	-0.049928839
SAMPLE_5	1:65303545-65303856	.	-0.005498531
SAMPLE_5	1:65304078-65304341	.	0.081181084
SAMPLE_5	1:65305226-65305537	.	0.081047253
SAMPLE_5	1:65306867-65307078	.	-0.010555342
SAMPLE_5	1:65307079-65307352	.	0.141272489
SAMPLE_5	1:65309679-65309966	.	-0.012720979
SAMPLE_5	1:65310373-65310636	.	-0.054657436
SAMPLE_5	1:65311128-65311391	.	0.00288353
SAMPLE_5	1:65312268-65312483	.	0.083954876
SAMPLE_5	1:65313155-65313418	.	0.132965742
SAMPLE_5	1:65316420-65316659	.	-0.012481885
SAMPLE_5	1:65321131-65321442	.	-0.051426383
SAMPLE_5	1:65323281-65323520	.	0.008014483
SAMPLE_5	1:65325723-65326010	.	0.081755083
SAMPLE_5	1:65330407-65330718	.	0.201432173
SAMPLE_5	1:65332528-65332911	.	-0.077767124
SAMPLE_5	1:65334932-65335219	.	-0.068547651
SAMPLE_5	1:65338986-65339273	.	-0.025033728
SAMPLE_5	1:65344650-65344889	.	0.018972064
SAMPLE_5	1:65348939-65349178	.	-0.016453735
SAMPLE_5	1:65351873-65352016	.	0.231823086
SAMPLE_5	10:104263804-104264161	.	0.123947929
SAMPLE_5	10:104268861-104269124	.	-0.024005407
SAMPLE_5	10:104309663-104309926	.	0.211848668
SAMPLE_5	10:104352278-104352541	.	0.039787196
SAMPLE_5	10:104353328-104353543	.	-0.156711866
SAMPLE_5	10:104353690-104353881	.	-0.04028654
SAMPLE_5	10:104356830-104357117	.	-0.009589147
SAMPLE_5	10:104359126-104359365	.	0.132471514
SAMPLE_5	10:104374960-104375223	.	0.05462827
SAMPLE_5	10:104377035-104377255	.	0.005392696
SAMPLE_5	10:104377256-104377346	.	-0.152180339
SAMPLE_5	10:104378754-104378897	.	0.214170271
SAMPLE_5	10:104386870-104387061	.	0.169679552
SAMPLE_5	10:104389760-104389975	.	0.175179392
SAMPLE_5	10:104849226-104849735	.	0.178212078
SAMPLE_5	10:104850298-104850614	.	0.068872545
SAMPLE_5	10:104850623-104850815	.	0.044654486
